cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,w/c,age_c,age_f,age_class_1,age_class_2,age_class_3,csMPa
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,0.8500707213578501,class_3,3,0,0,1,39.61
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,0.85,class_1,1,1,0,0,10.03
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,0.85,class_1,1,1,0,0,20.08
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,0.85,class_2,2,0,1,0,24.48
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,0.85,class_3,3,0,0,1,31.54
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,0.85,class_3,3,0,0,1,35.34
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,0.8507619548081976,class_1,1,1,0,0,9.45
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,0.8507619548081976,class_1,1,1,0,0,22.72
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,0.8507619548081976,class_2,2,0,1,0,28.47
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,0.8507619548081976,class_3,3,0,0,1,38.56
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,0.8507619548081976,class_3,3,0,0,1,40.39
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,1.062612883804937,class_1,1,1,0,0,10.76
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,1.062612883804937,class_1,1,1,0,0,25.48
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,1.062612883804937,class_2,2,0,1,0,21.54
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,1.062612883804937,class_3,3,0,0,1,28.63
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,1.062612883804937,class_3,3,0,0,1,33.54
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,0.725,class_1,1,1,0,0,7.75
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,0.725,class_1,1,1,0,0,17.82
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,0.725,class_2,2,0,1,0,24.24
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,0.725,class_3,3,0,0,1,32.85
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,0.725,class_3,3,0,0,1,39.23
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,0.8502573701450632,class_1,1,1,0,0,18.0
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,0.8502573701450632,class_1,1,1,0,0,30.39
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,0.8502573701450632,class_2,2,0,1,0,45.71
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,0.8502573701450632,class_3,3,0,0,1,50.77
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,0.8502573701450632,class_3,3,0,0,1,53.9
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,0.8498596819457436,class_1,1,1,0,0,13.18
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,0.8498596819457436,class_1,1,1,0,0,17.84
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,0.8498596819457436,class_2,2,0,1,0,40.23
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,0.8498596819457436,class_3,3,0,0,1,47.13
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,0.8498596819457436,class_3,3,0,0,1,49.97
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,0.8498040922942969,class_1,1,1,0,0,13.36
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,0.8498040922942969,class_1,1,1,0,0,22.32
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,0.8498040922942969,class_2,2,0,1,0,24.54
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,0.8498040922942969,class_3,3,0,0,1,31.35
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,0.8498040922942969,class_3,3,0,0,1,40.86
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,0.7841243175136497,class_1,1,1,0,0,19.93
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,0.7841243175136497,class_1,1,1,0,0,25.69
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,0.7841243175136497,class_2,2,0,1,0,30.23
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,0.7841243175136497,class_3,3,0,0,1,39.59
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,0.7841243175136497,class_3,3,0,0,1,44.3
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,0.7496,class_1,1,1,0,0,13.82
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,0.7496,class_1,1,1,0,0,24.92
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,0.7496,class_2,2,0,1,0,29.22
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,0.7496,class_3,3,0,0,1,38.33
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,0.7496,class_3,3,0,0,1,42.35
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,0.7496470588235294,class_1,1,1,0,0,13.54
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,0.7496470588235294,class_1,1,1,0,0,26.31
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,0.7496470588235294,class_2,2,0,1,0,31.64
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,0.7496470588235294,class_3,3,0,0,1,42.55
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,0.7496470588235294,class_3,3,0,0,1,42.92
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,0.7497648165569144,class_1,1,1,0,0,13.33
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,0.7497648165569144,class_1,1,1,0,0,25.37
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,0.7497648165569144,class_2,2,0,1,0,37.4
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,0.7497648165569144,class_3,3,0,0,1,44.4
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,0.7497648165569144,class_3,3,0,0,1,47.74
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,0.75,class_1,1,1,0,0,19.52
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,0.75,class_1,1,1,0,0,31.35
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,0.75,class_2,2,0,1,0,38.5
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,0.75,class_3,3,0,0,1,45.08
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,0.75,class_3,3,0,0,1,47.82
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,0.7506471095772217,class_1,1,1,0,0,15.44
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,0.7506471095772217,class_1,1,1,0,0,26.77
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,0.7506471095772217,class_2,2,0,1,0,33.73
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,0.7506471095772217,class_3,3,0,0,1,42.7
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,0.7506471095772217,class_3,3,0,0,1,45.84
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,0.7498011137629276,class_1,1,1,0,0,17.22
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,0.7498011137629276,class_1,1,1,0,0,29.93
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,0.7498011137629276,class_2,2,0,1,0,29.65
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,0.7498011137629276,class_3,3,0,0,1,36.97
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,0.7498011137629276,class_3,3,0,0,1,43.58
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,0.7498011137629276,class_1,1,1,0,0,13.12
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,0.7498011137629276,class_1,1,1,0,0,24.43
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,0.7498011137629276,class_2,2,0,1,0,32.66
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,0.7498011137629276,class_3,3,0,0,1,36.64
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,0.7498011137629276,class_3,3,0,0,1,44.21
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,0.9349503858875413,class_1,1,1,0,0,13.62
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,0.9349503858875413,class_1,1,1,0,0,21.6
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,0.9349503858875413,class_2,2,0,1,0,27.77
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,0.9349503858875413,class_3,3,0,0,1,35.57
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,0.9349503858875413,class_3,3,0,0,1,45.37
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,0.9351648351648351,class_1,1,1,0,0,7.32
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,0.9351648351648351,class_1,1,1,0,0,21.5
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,0.9351648351648351,class_2,2,0,1,0,31.27
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,0.9351648351648351,class_3,3,0,0,1,43.5
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,0.9351648351648351,class_3,3,0,0,1,48.67
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,0.9372409709887508,class_1,1,1,0,0,7.4
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,0.9372409709887508,class_1,1,1,0,0,23.51
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,0.9372409709887508,class_2,2,0,1,0,31.12
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,0.9372409709887508,class_3,3,0,0,1,39.15
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,0.9372409709887508,class_3,3,0,0,1,48.15
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,0.5788567493112948,class_1,1,1,0,0,22.5
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,0.5788567493112948,class_1,1,1,0,0,34.67
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,0.5788567493112948,class_2,2,0,1,0,34.74
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,0.5788567493112948,class_3,3,0,0,1,45.08
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,0.5788567493112948,class_3,3,0,0,1,48.97
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,0.5795741609527246,class_1,1,1,0,0,23.14
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,0.5795741609527246,class_1,1,1,0,0,41.89
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,0.5795741609527246,class_2,2,0,1,0,48.28
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,0.5795741609527246,class_3,3,0,0,1,51.04
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,0.5795741609527246,class_3,3,0,0,1,55.64
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,0.579979709164694,class_1,1,1,0,0,22.95
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,0.579979709164694,class_1,1,1,0,0,35.23
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,0.579979709164694,class_2,2,0,1,0,39.94
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,0.579979709164694,class_3,3,0,0,1,48.72
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,0.579979709164694,class_3,3,0,0,1,52.04
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,0.58022239872915,class_1,1,1,0,0,21.02
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,0.58022239872915,class_1,1,1,0,0,33.36
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,0.58022239872915,class_2,2,0,1,0,33.94
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,0.58022239872915,class_3,3,0,0,1,44.14
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,0.58022239872915,class_3,3,0,0,1,45.37
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,0.6346848655158571,class_1,1,1,0,0,15.36
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,0.6346848655158571,class_1,1,1,0,0,28.68
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,0.6346848655158571,class_2,2,0,1,0,30.85
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,0.6346848655158571,class_3,3,0,0,1,42.03
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,0.6346848655158571,class_3,3,0,0,1,51.06
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,0.5798652397938961,class_1,1,1,0,0,21.78
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,0.5798652397938961,class_1,1,1,0,0,42.29
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,0.5798652397938961,class_2,2,0,1,0,50.6
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,0.5798652397938961,class_3,3,0,0,1,55.83
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,0.5798652397938961,class_3,3,0,0,1,60.95
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,0.5806320907617504,class_1,1,1,0,0,23.52
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,0.5806320907617504,class_1,1,1,0,0,42.22
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,0.5806320907617504,class_2,2,0,1,0,52.5
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,0.5806320907617504,class_3,3,0,0,1,60.32
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,0.5806320907617504,class_3,3,0,0,1,66.42
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,0.5797891675754271,class_1,1,1,0,0,23.8
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,0.5797891675754271,class_1,1,1,0,0,38.77
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,0.5797891675754271,class_2,2,0,1,0,51.33
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,0.5797891675754271,class_3,3,0,0,1,56.85
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,0.5797891675754271,class_3,3,0,0,1,58.61
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,0.588156123822342,class_1,1,1,0,0,21.91
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,0.588156123822342,class_1,1,1,0,0,36.99
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,0.588156123822342,class_2,2,0,1,0,47.4
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,0.588156123822342,class_3,3,0,0,1,51.96
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,0.588156123822342,class_3,3,0,0,1,56.74
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,0.724379971923257,class_1,1,1,0,0,17.57
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,0.724379971923257,class_1,1,1,0,0,33.73
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,0.724379971923257,class_2,2,0,1,0,40.15
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,0.724379971923257,class_3,3,0,0,1,46.64
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,0.724379971923257,class_3,3,0,0,1,50.08
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,0.7241217798594848,class_1,1,1,0,0,17.37
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,0.7241217798594848,class_1,1,1,0,0,33.7
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,0.7241217798594848,class_2,2,0,1,0,45.94
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,0.7241217798594848,class_3,3,0,0,1,51.43
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,0.7241217798594848,class_3,3,0,0,1,59.3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,0.5797258297258298,class_1,1,1,0,0,30.45
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,0.5797258297258298,class_1,1,1,0,0,47.71
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,0.5797258297258298,class_2,2,0,1,0,63.14
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,0.5797258297258298,class_3,3,0,0,1,66.82
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,0.5797258297258298,class_3,3,0,0,1,66.95
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,0.6452795600366636,class_1,1,1,0,0,27.42
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,0.6452795600366636,class_1,1,1,0,0,35.96
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,0.6452795600366636,class_2,2,0,1,0,55.51
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,0.6452795600366636,class_3,3,0,0,1,61.99
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,0.6452795600366636,class_3,3,0,0,1,63.53
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,0.7240577012563982,class_1,1,1,0,0,18.02
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,0.7240577012563982,class_1,1,1,0,0,38.6
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,0.7240577012563982,class_2,2,0,1,0,52.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,0.7240577012563982,class_3,3,0,0,1,53.96
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,0.7240577012563982,class_3,3,0,0,1,56.63
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,0.7240749200548195,class_1,1,1,0,0,15.34
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,0.7240749200548195,class_1,1,1,0,0,26.05
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,0.7240749200548195,class_2,2,0,1,0,30.22
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,0.7240749200548195,class_3,3,0,0,1,37.27
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,0.7240749200548195,class_3,3,0,0,1,46.23
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,0.5707446808510638,class_1,1,1,0,0,16.28
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,0.5707446808510638,class_1,1,1,0,0,25.62
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,0.5707446808510638,class_2,2,0,1,0,31.97
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,0.5707446808510638,class_3,3,0,0,1,36.3
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,0.5707446808510638,class_3,3,0,0,1,43.06
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,0.28,class_2,2,0,1,0,67.57
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,0.29894736842105263,class_2,2,0,1,0,57.23
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,0.4603174603174603,class_2,2,0,1,0,81.75
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,0.38613861386138615,class_2,2,0,1,0,64.02
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,0.36585365853658536,class_2,2,0,1,0,78.8
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,0.313953488372093,class_2,2,0,1,0,41.37
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,0.3269230769230769,class_2,2,0,1,0,60.28
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,0.3503787878787879,class_2,2,0,1,0,56.83
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,0.33653846153846156,class_2,2,0,1,0,51.02
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,0.4103896103896104,class_2,2,0,1,0,55.55
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,0.3999200159968006,class_2,2,0,1,0,44.13
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,0.44434570095534326,class_2,2,0,1,0,39.38
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,0.42065491183879095,class_2,2,0,1,0,55.65
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,0.5015015015015015,class_2,2,0,1,0,47.28
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,0.5658682634730539,class_2,2,0,1,0,44.33
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,0.43209876543209874,class_2,2,0,1,0,52.3
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,0.95,class_2,2,0,1,0,49.25
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,0.313953488372093,class_2,2,0,1,0,41.37
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,1.2689655172413794,class_2,2,0,1,0,29.16
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,1.1375,class_2,2,0,1,0,39.4
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,0.8076923076923077,class_2,2,0,1,0,39.3
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,0.636,class_2,2,0,1,0,67.87
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,0.3410526315789474,class_2,2,0,1,0,58.52
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,0.5719298245614035,class_2,2,0,1,0,53.58
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,0.449438202247191,class_2,2,0,1,0,59.0
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,0.5890909090909091,class_2,2,0,1,0,76.24
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,0.302,class_2,2,0,1,0,69.84
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,0.9927272727272728,class_1,1,1,0,0,14.4
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,1.0612121212121213,class_1,1,1,0,0,19.42
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,1.0106741573033708,class_1,1,1,0,0,20.73
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,1.0483870967741935,class_1,1,1,0,0,14.94
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,0.9095127610208817,class_1,1,1,0,0,21.29
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,0.94985590778098,class_1,1,1,0,0,23.08
